uri,name,type,n_variable,n_words,n_words_unique,n_characters,avg_char_per_word,n_loop,n_ifthen,arg_name,arg_type,arg_value,line,docs
parser/test3/arrow_dataset.py:DatasetInfoMixin:homepage,DatasetInfoMixin:homepage,method,2,2,2,25,12.5,0,0,['self'],[None],[None],142,[]
parser/test3/arrow_dataset.py:DatasetInfoMixin:license,DatasetInfoMixin:license,method,2,2,2,24,12.0,0,0,['self'],[None],[None],146,[]
parser/test3/arrow_dataset.py:DatasetInfoMixin:size_in_bytes,DatasetInfoMixin:size_in_bytes,method,2,2,2,30,15.0,0,0,['self'],[None],[None],150,[]
parser/test3/arrow_dataset.py:DatasetInfoMixin:supervised_keys,DatasetInfoMixin:supervised_keys,method,2,2,2,32,16.0,0,0,['self'],[None],[None],154,[]
parser/test3/arrow_dataset.py:DatasetInfoMixin:version,DatasetInfoMixin:version,method,2,2,2,24,12.0,0,0,['self'],[None],[None],158,[]
parser/test3/arrow_dataset.py:Dataset:__init__,Dataset:__init__,method,64,231,141,2226,9.64,1,9,"['self', 'arrow_table', 'info', 'split', 'indices_table', 'fingerprint', '']","[None, ' Table', ' Optional[DatasetInfo] ', ' Optional[NamedSplit] ', ' Optional[Table] ', ' Optional[str] ', None]","[None, None, ' None', ' None', ' None', ' None', None]",238,[]
parser/test3/arrow_dataset.py:Dataset:from_file,Dataset:from_file,method,6,21,19,281,13.38,0,1,"['cls', 'filename', 'info', 'split', 'indices_filename', 'in_memory', '']","[None, ' str', ' Optional[DatasetInfo] ', ' Optional[NamedSplit] ', ' Optional[str] ', ' bool ', None]","[None, None, ' None', ' None', ' None', ' False', None]",310,"['        """"""Instantiate a Dataset backed by an Arrow table at filename.\n', '\n', '        Args:\n', '            filename (:obj:`str`): File name of the dataset.\n', '            info (:class:`DatasetInfo`, optional): Dataset information, like description, citation, etc.\n', '            split (:class:`NamedSplit`, optional): Name of the dataset split.\n', '            indices_filename (:obj:`str`, optional): File names of the indices.\n', '            in_memory (:obj:`bool`, default ``False``): Whether to copy the data in-memory.\n', '\n', '        Returns:\n', '            :class:`Dataset`\n', '        """"""\n']"
parser/test3/arrow_dataset.py:Dataset:from_buffer,Dataset:from_buffer,method,6,17,15,206,12.12,0,1,"['cls', 'buffer', 'info', 'split', 'indices_buffer', '']","[None, ' pa.Buffer', ' Optional[DatasetInfo] ', ' Optional[NamedSplit] ', ' Optional[pa.Buffer] ', None]","[None, None, ' None', ' None', ' None', None]",345,"['        """"""Instantiate a Dataset backed by an Arrow buffer.\n', '\n', '        Args:\n', '            buffer (:obj:`pyarrow.Buffer`): Arrow buffer.\n', '            info (:class:`DatasetInfo`, optional): Dataset information, like description, citation, etc.\n', '            split (:class:`NamedSplit`, optional): Name of the dataset split.\n', '            indices_buffer (:obj:`pyarrow.Buffer`, optional): Indices Arrow buffer.\n', '\n', '        Returns:\n', '            :class:`Dataset`\n', '        """"""\n']"
parser/test3/arrow_dataset.py:Dataset:from_pandas,Dataset:from_pandas,method,10,66,35,459,6.95,0,4,"['cls', 'df', 'features', 'info', 'split', '']","[None, ' pd.DataFrame', ' Optional[Features] ', ' Optional[DatasetInfo] ', ' Optional[NamedSplit] ', None]","[None, None, ' None', ' None', ' None', None]",373,"['        """"""\n', '        Convert :obj:`pandas.DataFrame` to a :obj:`pyarrow.Table` to create a :class:`Dataset`.\n', '\n', '        The column types in the resulting Arrow Table are inferred from the dtypes of the pandas.Series in the\n', '        DataFrame. In the case of non-object Series, the NumPy dtype is translated to its Arrow equivalent. In the\n', '        case of `object`, we need to guess the datatype by looking at the Python objects in this Series.\n', '\n', ""        Be aware that Series of the `object` dtype don't carry enough information to always lead to a meaningful Arrow\n"", '        type. In the case that we cannot infer a type, e.g. because the DataFrame is of length 0 or the Series only\n', '        contains None/nan objects, the type is set to null. This behavior can be avoided by constructing explicit\n', '        features and passing it to this function.\n', '\n', '        Args:\n', '            df (:obj:`pandas.DataFrame`): Dataframe that contains the dataset.\n', '            features (:class:`Features`, optional): Dataset features.\n', '            info (:class:`DatasetInfo`, optional): Dataset information, like description, citation, etc.\n', '            split (:class:`NamedSplit`, optional): Name of the dataset split.\n', '\n', '        Returns:\n', '            :class:`Dataset`\n', '        """"""\n']"
parser/test3/arrow_dataset.py:Dataset:from_dict,Dataset:from_dict,method,18,87,48,660,7.59,1,5,"['cls', 'mapping', 'features', 'info', 'split', '']","[None, ' dict', ' Optional[Features] ', ' Optional[Any] ', ' Optional[Any] ', None]","[None, None, ' None', ' None', ' None', None]",415,"['        """"""\n', '        Convert :obj:`dict` to a :obj:`pyarrow.Table` to create a :class:`Dataset`.\n', '\n', '        Args:\n', '            mapping (:obj:`Mapping`): Mapping of strings to Arrays or Python lists.\n', '            features (:class:`Features`, optional): Dataset features.\n', '            info (:class:`DatasetInfo`, optional): Dataset information, like description, citation, etc.\n', '            split (:class:`NamedSplit`, optional): Name of the dataset split.\n', '\n', '        Returns:\n', '            :class:`Dataset`\n', '        """"""\n']"
parser/test3/arrow_dataset.py:Dataset:from_csv,Dataset:from_csv,method,4,13,13,169,13.0,0,0,"['path_or_paths', 'List[PathLike]]', 'split', 'features', 'cache_dir', 'keep_in_memory', '**kwargs', '']","[' Union[PathLike', None, ' Optional[NamedSplit] ', ' Optional[Features] ', ' str ', ' bool ', None, None]","[None, None, ' None', ' None', ' None', ' False', None, None]",456,"['        """"""Create Dataset from CSV file(s).\n', '\n', '        Args:\n', '            path_or_paths (path-like or list of path-like): Path(s) of the CSV file(s).\n', '            split (:class:`NamedSplit`, optional): Split name to be assigned to the dataset.\n', '            features (:class:`Features`, optional): Dataset features.\n', '            cache_dir (:obj:`str`, optional, default ``""~/.cache/huggingface/datasets""``): Directory to cache data.\n', '            keep_in_memory (:obj:`bool`, default ``False``): Whether to copy the data in-memory.\n', '            **kwargs: Keyword arguments to be passed to :meth:`pandas.read_csv`.\n', '\n', '        Returns:\n', '            :class:`Dataset`\n', '        """"""\n']"
parser/test3/arrow_dataset.py:Dataset:from_json,Dataset:from_json,method,4,14,14,191,13.64,0,0,"['path_or_paths', 'List[PathLike]]', 'split', 'features', 'cache_dir', 'keep_in_memory', 'field', '**kwargs', '']","[' Union[PathLike', None, ' Optional[NamedSplit] ', ' Optional[Features] ', ' str ', ' bool ', ' Optional[str] ', None, None]","[None, None, ' None', ' None', ' None', ' False', ' None', None, None]",485,"['        """"""Create Dataset from JSON or JSON Lines file(s).\n', '\n', '        Args:\n', '            path_or_paths (path-like or list of path-like): Path(s) of the JSON or JSON Lines file(s).\n', '            split (:class:`NamedSplit`, optional): Split name to be assigned to the dataset.\n', '            features (:class:`Features`, optional): Dataset features.\n', '            cache_dir (:obj:`str`, optional, default ``""~/.cache/huggingface/datasets""``): Directory to cache data.\n', '            keep_in_memory (:obj:`bool`, default ``False``): Whether to copy the data in-memory.\n', '            field (:obj:`str`, optional): Field name of the JSON file where the dataset is contained in.\n', '            **kwargs: Keyword arguments to be passed to :class:`JsonConfig`.\n', '\n', '        Returns:\n', '            :class:`Dataset`\n', '        """"""\n']"
parser/test3/arrow_dataset.py:Dataset:from_parquet,Dataset:from_parquet,method,4,14,14,204,14.57,0,0,"['path_or_paths', 'List[PathLike]]', 'split', 'features', 'cache_dir', 'keep_in_memory', 'columns', '**kwargs', '']","[' Union[PathLike', None, ' Optional[NamedSplit] ', ' Optional[Features] ', ' str ', ' bool ', ' Optional[List[str]] ', None, None]","[None, None, ' None', ' None', ' None', ' False', ' None', None, None]",522,"['        """"""Create Dataset from Parquet file(s).\n', '\n', '        Args:\n', '            path_or_paths (path-like or list of path-like): Path(s) of the Parquet file(s).\n', '            split (:class:`NamedSplit`, optional): Split name to be assigned to the dataset.\n', '            features (:class:`Features`, optional): Dataset features.\n', '            cache_dir (:obj:`str`, optional, default ``""~/.cache/huggingface/datasets""``): Directory to cache data.\n', '            keep_in_memory (:obj:`bool`, default ``False``): Whether to copy the data in-memory.\n', '            columns (:obj:`List[str]`, optional): If not None, only these columns will be read from the file.\n', ""                A column name may be a prefix of a nested field, e.g. 'a' will select\n"", ""                'a.b', 'a.c', and 'a.d.e'.\n"", '            **kwargs: Keyword arguments to be passed to :class:`ParquetConfig`.\n', '\n', '        Returns:\n', '            :class:`Dataset`\n', '        """"""\n']"
parser/test3/arrow_dataset.py:Dataset:from_text,Dataset:from_text,method,4,13,13,172,13.23,0,0,"['path_or_paths', 'List[PathLike]]', 'split', 'features', 'cache_dir', 'keep_in_memory', '**kwargs', '']","[' Union[PathLike', None, ' Optional[NamedSplit] ', ' Optional[Features] ', ' str ', ' bool ', None, None]","[None, None, ' None', ' None', ' None', ' False', None, None]",561,"['        """"""Create Dataset from text file(s).\n', '\n', '        Args:\n', '            path_or_paths (path-like or list of path-like): Path(s) of the text file(s).\n', '            split (:class:`NamedSplit`, optional): Split name to be assigned to the dataset.\n', '            features (:class:`Features`, optional): Dataset features.\n', '            cache_dir (:obj:`str`, optional, default ``""~/.cache/huggingface/datasets""``): Directory to cache data.\n', '            keep_in_memory (:obj:`bool`, default ``False``): Whether to copy the data in-memory.\n', '            **kwargs: Keyword arguments to be passed to :class:`TextConfig`.\n', '\n', '        Returns:\n', '            :class:`Dataset`\n', '        """"""\n']"
parser/test3/arrow_dataset.py:Dataset:__del__,Dataset:__del__,method,4,10,7,83,8.3,0,2,['self'],[None],[None],589,[]
parser/test3/arrow_dataset.py:Dataset:__enter__,Dataset:__enter__,method,1,2,2,10,5.0,0,0,['self'],[None],[None],595,[]
parser/test3/arrow_dataset.py:Dataset:__exit__,Dataset:__exit__,method,1,1,1,14,14.0,0,0,"['self', 'exc_type', 'exc_val', 'exc_tb']","[None, None, None, None]","[None, None, None, None]",598,[]
parser/test3/arrow_dataset.py:Dataset:save_to_disk,Dataset:save_to_disk,method,37,201,133,2251,11.2,3,4,"['self', 'dataset_path', 'fs']","[None, ' str', None]","[None, None, 'None']",602,"['        """"""\n', '        Saves a dataset to a dataset directory, or in a filesystem using either :class:`~filesystems.S3FileSystem` or\n', '        any implementation of ``fsspec.spec.AbstractFileSystem``.\n', '\n', '\n', '        Note regarding sliced datasets:\n', '\n', '        If you sliced the dataset in some way (using shard, train_test_split or select for example), then an indices mapping\n', '        is added to avoid having to rewrite a new arrow Table (save time + disk/memory usage).\n', '        It maps the indices used by __getitem__ to the right rows if the arrow Table.\n', '        By default save_to_disk does save the full dataset table + the mapping.\n', '\n', '        If you want to only save the shard of the dataset instead of the original arrow file and the indices,\n', '        then you have to call :func:`datasets.Dataset.flatten_indices` before saving.\n', '        This will create a new arrow table by using the right rows of the original table.\n', '\n', '        Args:\n', '            dataset_path (:obj:`str`): Path (e.g. `dataset/train`) or remote URI (e.g. `s3://my-bucket/dataset/train`)\n', '                of the dataset directory where the dataset will be saved to.\n', '            fs (:class:`~filesystems.S3FileSystem`, ``fsspec.spec.AbstractFileSystem``, optional, defaults ``None``):\n', '                Instance of the remote filesystem used to download the files from.\n', '        """"""\n']"
parser/test3/arrow_dataset.py:Dataset:load_from_disk,Dataset:load_from_disk,method,40,142,97,1811,12.75,2,5,"['dataset_path', 'fs', 'keep_in_memory']","[' str', None, ' Optional[bool] ']","[None, 'None', ' None']",697,"['        """"""\n', '        Loads a dataset that was previously saved using :meth:`save_to_disk` from a dataset directory, or from a\n', '        filesystem using either :class:`~filesystems.S3FileSystem` or any implementation of\n', '        ``fsspec.spec.AbstractFileSystem``.\n', '\n', '        Args:\n', '            dataset_path (:obj:`str`): Path (e.g. `dataset/train`) or remote URI (e.g. `s3//my-bucket/dataset/train`) of\n', '                the dataset directory where the dataset will be loaded from.\n', '            fs (:class:`~filesystems.S3FileSystem`, ``fsspec.spec.AbstractFileSystem``, optional, default ``None``):\n', '                Instance of the remote filesystem used to download the files from.\n', '            keep_in_memory (:obj:`bool`, default ``None``): Whether to copy the dataset in-memory. If `None`, the\n', '                dataset will not be copied in-memory unless explicitly enabled by setting\n', '                `datasets.config.IN_MEMORY_MAX_SIZE` to nonzero. See more details in the\n', '                :ref:`load_dataset_enhancing_performance` section.\n', '\n', '        Returns:\n', '            :class:`Dataset` or :class:`DatasetDict`.\n', '                - if `dataset_path` is a path of a dataset directory: the :class:`Dataset` requested,\n', '                - if `dataset_path` is a path of a dataset dict directory: a :class:`DatasetDict` with each split.\n', '        """"""\n']"
parser/test3/arrow_dataset.py:Dataset:data,Dataset:data,method,2,2,2,16,8.0,0,0,['self'],[None],[None],771,"['        """"""The Apache Arrow table backing the dataset.""""""\n']"
parser/test3/arrow_dataset.py:Dataset:cache_files,Dataset:cache_files,method,4,17,16,189,11.12,0,1,['self'],[None],[None],776,"['        """"""The cache files containing the Apache Arrow table backing the dataset.""""""\n']"
parser/test3/arrow_dataset.py:Dataset:num_columns,Dataset:num_columns,method,2,2,2,28,14.0,0,0,['self'],[None],[None],784,"['        """"""Number of columns in the dataset.""""""\n']"
parser/test3/arrow_dataset.py:Dataset:num_rows,Dataset:num_rows,method,4,9,8,80,8.89,0,1,['self'],[None],[None],789,"['        """"""Number of rows in the dataset (same as :meth:`Dataset.__len__`).""""""\n']"
parser/test3/arrow_dataset.py:Dataset:column_names,Dataset:column_names,method,2,2,2,29,14.5,0,0,['self'],[None],[None],796,"['        """"""Names of the columns in the dataset.""""""\n']"
parser/test3/arrow_dataset.py:Dataset:shape,Dataset:shape,method,3,10,9,102,10.2,0,1,['self'],[None],[None],801,"['        """"""Shape of the dataset (number of columns, number of rows).""""""\n']"
parser/test3/arrow_dataset.py:Dataset:unique,Dataset:unique,method,21,68,53,518,7.62,0,2,"['self', 'column']","[None, ' str']","[None, None]",807,"['        """"""Return a list of the unique elements in a column.\n', '\n', '        This is implemented in the low-level backend and as such, very fast.\n', '\n', '        Args:\n', '            column (:obj:`str`): Column name (list all the column names with :func:`datasets.Dataset.column_names`).\n', '\n', '        Returns:\n', '            :obj:`list`: List of unique elements in the given column.\n', '        """"""\n']"
parser/test3/arrow_dataset.py:Dataset:class_encode_column,Dataset:class_encode_column,method,20,77,58,787,10.22,0,3,"['self', 'column']","[None, ' str']","[None, None]",830,"['        """"""Casts the given column as :obj:``datasets.features.ClassLabel`` and updates the table.\n', '\n', '        Args:\n', '            column (`str`): The name of the column to cast (list all the column names with :func:`datasets.Dataset.column_names`)\n', '        """"""\n']"
parser/test3/arrow_dataset.py:Dataset:dictionary_encode_column_,Dataset:dictionary_encode_column_,method,19,35,32,563,16.09,0,1,"['self', 'column']","[None, ' str']","[None, None]",867,"['        """"""Dictionary encode a column.\n', '\n', '        Dictionary encode can reduce the size of a column with many repetitions (e.g. string labels columns)\n', '        by storing a dictionary of the strings. This only affect the internal storage.\n', '\n', '        .. deprecated:: 1.4.0\n', '\n', '        Args:\n', '            column (:obj:`str`):\n', '\n', '        """"""\n']"
parser/test3/arrow_dataset.py:Dataset:flatten_,Dataset:flatten_,method,10,39,31,380,9.74,1,1,"['self', 'max_depth']","[None, None]","[None, '16']",892,"['        """"""In-place version of :meth:`Dataset.flatten`.\n', '\n', '        .. deprecated:: 1.4.0\n', '            Use :meth:`Dataset.flatten` instead.\n', '        """"""\n']"
parser/test3/arrow_dataset.py:Dataset:flatten,Dataset:flatten,method,10,39,31,380,9.74,1,1,"['self', 'max_depth']","[None, None]","[None, '16']",910,"['        """"""Flatten the table.\n', '        Each column with a struct type is flattened into one column per struct field.\n', '        Other columns are left unchanged.\n', '\n', '        Returns:\n', '            :class:`Dataset`: A copy of the dataset with flattened columns.\n', '        """"""\n']"
parser/test3/arrow_dataset.py:Dataset:cast_,Dataset:cast_,method,23,59,52,747,12.66,0,1,"['self', 'features', 'batch_size', 'keep_in_memory', 'load_from_cache_file', 'cache_file_name', 'writer_batch_size', 'num_proc', '']","[None, ' Features', ' Optional[int] ', ' bool ', ' bool ', ' Optional[str] ', ' Optional[int] ', ' Optional[int] ', None]","[None, None, ' 10_000', ' False', ' True', ' None', ' 10_000', ' None', None]",933,"['        """"""In-place version of :meth:`Dataset.cast`.\n', '\n', '        .. deprecated:: 1.4.0\n', '            Use :meth:`Dataset.cast` instead.\n', '\n', '        Args:\n', '            features (:class:`datasets.Features`): New features to cast the dataset to.\n', '                The name of the fields in the features must match the current column names.\n', '                The type of the data must also be convertible from one type to the other.\n', '                For non-trivial conversion, e.g. string <-> ClassLabel you should use :func:`map` to update the Dataset.\n', '            batch_size (`Optional[int]`, defaults to `1000`): Number of examples per batch provided to cast.\n', '                `batch_size <= 0` or `batch_size == None`: Provide the full dataset as a single batch to cast.\n', '            keep_in_memory (:obj:`bool`, default ``False``): Whether to copy the data in-memory.\n', '            load_from_cache_file (:obj:`bool`, default `True` if caching is enabled): If a cache file storing the current computation from `function`\n', '                can be identified, use it instead of recomputing.\n', '            cache_file_name (`Optional[str]`, default `None`): Provide the name of a path for the cache file. It is used to store the\n', '                results of the computation instead of the automatically generated cache file name.\n', '            writer_batch_size (:obj:`int`, default `1000`): Number of rows per write operation for the cache file writer.\n', '                This value is a good trade-off between memory usage during the processing, and processing speed.\n', '                Higher value makes the processing do fewer lookups, lower value consume less temporary memory while running `.map()`.\n', ""            num_proc (`Optional[int]`, default `None`): Number of processes for multiprocessing. By default it doesn't\n"", '                use multiprocessing.\n', '        """"""\n']"
parser/test3/arrow_dataset.py:Dataset:cast,Dataset:cast,method,24,82,71,978,11.93,0,1,"['self', 'features', 'batch_size', 'keep_in_memory', 'load_from_cache_file', 'cache_file_name', 'writer_batch_size', 'num_proc', '']","[None, ' Features', ' Optional[int] ', ' bool ', ' bool ', ' Optional[str] ', ' Optional[int] ', ' Optional[int] ', None]","[None, None, ' 10_000', ' False', ' True', ' None', ' 10_000', ' None', None]",990,[]
parser/test3/arrow_dataset.py:Dataset:remove_columns_,Dataset:remove_columns_,method,10,42,30,424,10.1,2,2,"['self', 'column_names', 'List[str]]']","[None, ' Union[str', None]","[None, None, None]",1050,"['        """"""In-place version of :meth:`Dataset.remove_columns`.\n', '\n', '        .. deprecated:: 1.4.0\n', '            Use :meth:`Dataset.remove_columns` instead.\n', '\n', '        Args:\n', '            column_names (:obj:`Union[str, List[str]]`): Name of the column(s) to remove.\n', '        """"""\n']"
parser/test3/arrow_dataset.py:Dataset:remove_columns,Dataset:remove_columns,method,10,42,30,424,10.1,2,2,"['self', 'column_names', 'List[str]]']","[None, ' Union[str', None]","[None, None, None]",1076,"['        """"""\n', '        Remove one or several column(s) in the dataset and the features associated to them.\n', '\n', '        You can also remove a column using :func:`Dataset.map` with `remove_columns` but the present method\n', ""        is in-place (doesn't copy the data to a new dataset) and is thus faster.\n"", '\n', '        Args:\n', '            column_names (:obj:`Union[str, List[str]]`): Name of the column(s) to remove.\n', '            new_fingerprint\n', '\n', '        Returns:\n', '            :class:`Dataset`: A copy of the dataset object without the columns to remove.\n', '        """"""\n']"
parser/test3/arrow_dataset.py:Dataset:rename_column_,Dataset:rename_column_,method,15,111,56,969,8.73,1,5,"['self', 'original_column_name', 'new_column_name']","[None, ' str', ' str']","[None, None, None]",1111,"['        """"""In-place version of :meth:`Dataset.rename_column`.\n', '\n', '        .. deprecated:: 1.4.0\n', '            Use :meth:`Dataset.rename_column` instead.\n', '\n', '        Args:\n', '            original_column_name (:obj:`str`): Name of the column to rename.\n', '            new_column_name (:obj:`str`): New name for the column.\n', '        """"""\n']"
parser/test3/arrow_dataset.py:Dataset:rename_column,Dataset:rename_column,method,15,111,56,969,8.73,1,5,"['self', 'original_column_name', 'new_column_name']","[None, ' str', ' str']","[None, None, None]",1153,"['        """"""\n', '        Rename a column in the dataset, and move the features associated to the original column under the new column\n', '        name.\n', '\n', '        Args:\n', '            original_column_name (:obj:`str`): Name of the column to rename.\n', '            new_column_name (:obj:`str`): New name for the column.\n', '            new_fingerprint\n', '\n', '        Returns:\n', '            :class:`Dataset`: A copy of the dataset with a renamed column.\n', '        """"""\n']"
parser/test3/arrow_dataset.py:Dataset:rename_columns,Dataset:rename_columns,method,23,119,82,1228,10.32,2,5,"['self', 'column_mapping', 'str]', 'new_fingerprint']","[None, ' Dict[str', None, None]","[None, None, None, None]",1201,"['        """"""\n', '        Rename several columns in the dataset, and move the features associated to the original columns under\n', '        the new column names.\n', '\n', '        Args:\n', '            column_mapping (:obj:`Dict[str, str]`): A mapping of columns to rename to their new names\n', '\n', '        Returns:\n', '            :class:`Dataset`: A copy of the dataset with renamed columns\n', '        """"""\n']"
parser/test3/arrow_dataset.py:Dataset:__len__,Dataset:__len__,method,2,2,2,19,9.5,0,0,['self'],[None],[None],1251,"['        """"""Number of rows in the dataset.""""""\n']"
parser/test3/arrow_dataset.py:Dataset:__iter__,Dataset:__iter__,method,11,20,20,328,16.4,1,0,['self'],[None],[None],1255,"['        """"""Iterate through the examples.\n', '\n', '        If a formatting is set with :meth:`Dataset.set_format` rows will be returned with the\n', '        selected format.\n', '        """"""\n']"
parser/test3/arrow_dataset.py:Dataset:__repr__,Dataset:__repr__,method,2,6,6,90,15.0,0,0,['self'],[None],[None],1274,[]
parser/test3/arrow_dataset.py:Dataset:format,Dataset:format,method,1,17,17,200,11.76,0,0,['self'],[None],[None],1278,[]
parser/test3/arrow_dataset.py:Dataset:formatted_as,Dataset:formatted_as,method,10,19,19,339,17.84,0,0,"['self', 'type', 'columns', 'output_all_columns', '**format_kwargs', '']","[None, ' Optional[str] ', ' Optional[List] ', ' bool ', None, None]","[None, ' None', ' None', ' False', None, None]",1287,"['        """"""To be used in a `with` statement. Set __getitem__ return format (type and columns).\n', '\n', '        Args:\n', ""            type (Optional ``str``): output type selected in [None, 'numpy', 'torch', 'tensorflow', 'pandas', 'arrow']\n"", '                None means __getitem__ returns python objects (default)\n', '            columns (Optional ``List[str]``): columns to format in the output\n', '                None means __getitem__ returns all columns (default)\n', '            output_all_columns (``bool`` default to False): keep un-formatted columns as well in the output (as python objects)\n', '            format_kwargs: keywords arguments passed to the convert function like `np.array`, `torch.tensor` or `tensorflow.ragged.constant`.\n', '        """"""\n']"
parser/test3/arrow_dataset.py:Dataset:set_format,Dataset:set_format,method,18,108,75,835,7.73,0,3,"['self', 'type', 'columns', 'output_all_columns', '**format_kwargs', '']","[None, ' Optional[str] ', ' Optional[List] ', ' bool ', None, None]","[None, ' None', ' None', ' False', None, None]",1315,"['        """"""Set __getitem__ return format (type and columns). The data formatting is applied on-the-fly.\n', '        The format ``type`` (for example ""numpy"") is used to format batches when using __getitem__.\n', ""        It's also possible to use custom transforms for formatting using :func:`datasets.Dataset.set_transform`.\n"", '\n', '        Args:\n', '            type (Optional ``str``):\n', ""                Either output type selected in [None, 'numpy', 'torch', 'tensorflow', 'pandas', 'arrow'].\n"", '                None means __getitem__ returns python objects (default)\n', '            columns (Optional ``List[str]``): columns to format in the output.\n', '                None means __getitem__ returns all columns (default).\n', '            output_all_columns (``bool`` default to False): keep un-formatted columns as well in the output (as python objects)\n', '            format_kwargs: keywords arguments passed to the convert function like `np.array`, `torch.tensor` or `tensorflow.ragged.constant`.\n', '\n', '        It is possible to call ``map`` after calling ``set_format``. Since ``map`` may add new columns, then the list of formatted columns\n', '        gets updated. In this case, if you apply ``map`` on a dataset to add a new column, then this column will be formatted:\n', '\n', '            new formatted columns = (all columns - previously unformatted columns)\n', '\n', '        """"""\n']"
parser/test3/arrow_dataset.py:Dataset:reset_format,Dataset:reset_format,method,1,1,1,17,17.0,0,0,['self'],[None],[None],1369,"['        """"""Reset __getitem__ return format to python objects and all columns.\n', '\n', '        Same as ``self.set_format()``\n', '        """"""\n']"
parser/test3/arrow_dataset.py:Dataset:set_transform,Dataset:set_transform,method,1,4,4,99,24.75,0,0,"['self', 'transform', 'columns', 'output_all_columns', '']","[None, ' Optional[Callable]', ' Optional[List] ', ' bool ', None]","[None, None, ' None', ' False', None]",1376,"['        """"""Set __getitem__ return format using this transform. The transform is applied on-the-fly on batches when __getitem__ is called.\n', '        As :func:`datasets.Dataset.set_format`, this can be reset using :func:`datasets.Dataset.reset_format`\n', '\n', '        Args:\n', '            transform (Optional ``Callable``): user-defined formatting transform, replaces the format defined by :func:`datasets.Dataset.set_format`\n', '                A formatting function is a callable that takes a batch (as a dict) as input and returns a batch.\n', '                This function is applied right before returning the objects in __getitem__.\n', '            columns (Optional ``List[str]``): columns to format in the output\n', '                If specified, then the input batch of the transform only contains those columns.\n', '            output_all_columns (``bool`` default to False): keep un-formatted columns as well in the output (as python objects)\n', '                If set to True, then the other un-formatted columns are kept with the output of the transform.\n', '\n', '        """"""\n']"
parser/test3/arrow_dataset.py:Dataset:with_format,Dataset:with_format,method,4,8,7,141,17.62,0,0,"['self', 'type', 'columns', 'output_all_columns', '**format_kwargs', '']","[None, ' Optional[str] ', ' Optional[List] ', ' bool ', None, None]","[None, ' None', ' None', ' False', None, None]",1397,"['        """"""Set __getitem__ return format (type and columns). The data formatting is applied on-the-fly.\n', '        The format ``type`` (for example ""numpy"") is used to format batches when using __getitem__.\n', '\n', ""        It's also possible to use custom transforms for formatting using :func:`datasets.Dataset.with_transform`.\n"", '\n', '        Contrary to :func:`datasets.Dataset.set_format`, ``with_format`` returns a new Dataset object.\n', '\n', '        Args:\n', '            type (Optional ``str``):\n', ""                Either output type selected in [None, 'numpy', 'torch', 'tensorflow', 'pandas', 'arrow'].\n"", '                None means __getitem__ returns python objects (default)\n', '            columns (Optional ``List[str]``): columns to format in the output\n', '                None means __getitem__ returns all columns (default)\n', '            output_all_columns (``bool`` default to False): keep un-formatted columns as well in the output (as python objects)\n', '            format_kwargs: keywords arguments passed to the convert function like `np.array`, `torch.tensor` or `tensorflow.ragged.constant`.\n', '        """"""\n']"
parser/test3/arrow_dataset.py:Dataset:with_transform,Dataset:with_transform,method,4,7,6,138,19.71,0,0,"['self', 'transform', 'columns', 'output_all_columns', '']","[None, ' Optional[Callable]', ' Optional[List] ', ' bool ', None]","[None, None, ' None', ' False', None]",1424,"['        """"""Set __getitem__ return format using this transform. The transform is applied on-the-fly on batches when __getitem__ is called.\n', '\n', '        As :func:`datasets.Dataset.set_format`, this can be reset using :func:`datasets.Dataset.reset_format`.\n', '\n', '        Contrary to :func:`datasets.Dataset.set_transform`, ``with_transform`` returns a new Dataset object.\n', '\n', '        Args:\n', '            transform (Optional ``Callable``): user-defined formatting transform, replaces the format defined by :func:`datasets.Dataset.set_format`\n', '                A formatting function is a callable that takes a batch (as a dict) as input and returns a batch.\n', '                This function is applied right before returning the objects in __getitem__.\n', '            columns (Optional ``List[str]``): columns to format in the output\n', '                If specified, then the input batch of the transform only contains those columns.\n', '            output_all_columns (``bool`` default to False): keep un-formatted columns as well in the output (as python objects)\n', '                If set to True, then the other un-formatted columns are kept with the output of the transform.\n', '\n', '        """"""\n']"
parser/test3/arrow_dataset.py:Dataset:prepare_for_task,Dataset:prepare_for_task,method,23,153,97,1421,9.29,3,6,"['self', 'task', 'TaskTemplate]']","[None, ' Union[str', None]","[None, None, None]",1450,"['        """"""Prepare a dataset for the given task by casting the dataset\'s :class:`Features` to standardized column names and types as detailed in :py:mod:`datasets.tasks`.\n', '\n', '        Casts :attr:`datasets.DatasetInfo.features` according to a task-specific schema. Intended for single-use only, so all task templates are removed from :attr:`datasets.DatasetInfo.task_templates` after casting.\n', '\n', '        Args:\n', '            task (:obj:`Union[str, TaskTemplate]`): The task to prepare the dataset for during training and evaluation. If :obj:`str`, supported tasks include:\n', '\n', '                - :obj:`""text-classification""`\n', '                - :obj:`""question-answering""`\n', '\n', '                If :obj:`TaskTemplate`, must be one of the task templates in :py:mod:`datasets.tasks`.\n', '        """"""\n']"
